,desc,fasilitas_total,kamar,km,lantai,lb,lokasi,lt,price,sertifikat,tipe
1208,"['rumah  taman ratu..murah..jln 2 mobil.jakarta barat', 'lt.3x11 m2 / 3  lt', 'shm.3+1kt', 'dptkan segera...murah banget', 'hg   1.190 milyar nego sampe deal dg pemilik', None, 'hub; frans cen', 'agen Fran Ruiz taman ratu', None, 'Titip Jual-Sewa Properti Anda !!', 'Percayakan kepada saya - Frans Cen lagi..Frans Cen lagi']","['Carport', 'PAM']",3,3,3,88,Kebon Jeruk,34,1.190.000.000,,Rumah
1209,"['Kode Listingan : KJ3008AT20\t', '( Mohon Sebutkan Kode Listing atau Capture iklannya)\t', ' ', 'Luas Tanah                          \t: 105 m² / 7x15', 'Luas Bangunan                  \t: 380 m² (4 lantai)', 'Kamar Tidur                        \t: 27+1', 'Kamar Mandi                      \t: 27+1', 'Sertifikat\t: SHM', 'Hadap\t: Selatan', ' ', 'Jarang ada yang jual dan lokasi langka\t', 'Akses tanah dekat dengan Pintu Masuk dan Keluar tol\t', 'Sertifikat dan surat lain nya lengkap\t', ' ', 'Andre Tjhia,  Andre Tjhia,  Andre Tjhia \t', '* Siap membantu Anda *\t', ' ', 'Hub. ANDRE TJHIA (nego pemilik)']",,>10,>10,4,380,Grogol Petamburan,105,5.000.000.000,SHM - Sertifikat Hak Milik,Rumah
1210,"['Listrik 2200 watt', 'Air PAM', 'Carport', None, 'Akses jalan terdekat :', '- Pasar Jaya Pramuka (pasar burung)', '- LIA Pramuka', None, 'Lokasi premium dengan lingkungan kota yang sangat potensial.', 'Segera Miliki, Unit Terbatas !']",,2,1,2,45,Matraman,24,715.000.000,SHM - Sertifikat Hak Milik,Rumah
1211,"['Di jual cepat rumah mewah di jakarta utara siap huni,rumah tinggi dari jalanan,rumah bebas banjir,harga bisa nego sampai jadi.garasi muat 2 mobil,minat hubungi nomer yg telah tercantum']","['AC', 'Garasi', 'PAM', 'Telephone']",8,8,2,500,Koja,322,6.000.000.000,SHM - Sertifikat Hak Milik,Rumah
1212,"['TURUN HARGA...  Minggu ini saja.. ', 'Lokasi rumah di dalam gang 5 yang bersebelahan dengan pasar Asem Reges Taman Sari V, jakarta barat ..dekat mangga besar.. Pernah disewa untuk toko part alat berat dan truck.. Dijual dengan harga dibawah NJOP 687jt.. Sertifikat hak milik.. ', '2 kmr tidur,  1kmr mandi,  air PAM, listrik 2200 watt..', 'Masih nego..  Yang serius..']",['PAM'],2,1,1,80,Pademangan,72,575.000.000,SHM - Sertifikat Hak Milik,Rumah
1213,"['* * * WANT TO SALE! * * *', 'Jl.PANGLIMA POLIM ( PANGPOL )', 'T/B. 285 / 180 || SHM ', 'FACING NORTH / UTARA', None, '* JARANG ADA!! *', '#IDR. 15M (NEGO)', None, 'Dekat: Darmawangsa, Pulo, Kramat Pela, Blok M, Gandaria, Kebayoran Baru, Kebayoran Lama, Senayan, Sudirman, Grogol, Permata Hijau, Gunung, Pondok Indah, Cipete, Fatmawati, Barito', None, 'Untuk Informasi - Transaksi - Survey hub : ', 'WENDY LIM - [no telp di atas]', None, 'Apabila bpk/ibu sedang mencari Property Butuh bantuan untuk Memasarkan Property :', '( Gedung / Rumah/ Apartment / Ruko / Office Space / Tanah / Pabrik / Gudang / Hotel / Villa )']",,3,2,,180,Kebayoran Baru,285,15.000.000.000,,Rumah
1214,"['Bismillah,  ""Rumah 1 lantai di Perumahan Kunciran Mas Permai, Pinang Tangerang, dijual cepat (BU) tanpa perantara, langsung pemilik."" Rumah siap huni, jika mau rapi hanya perbaikan sedikit di plafon dan cat tembok.', None, 'Boleh tanya2, silahkan dilihat ke lokasi dulu agar yakin dg iklan ini.', None, 'LT: 90 m2', None, 'LB: 90 m2', None, 'Kamar Tidur : 2', None, 'Kamar Mandi : 1', None, 'Ruang Keluarga : 1', None, 'Ruang Makan dan Dapur : 1', None, 'Ruang Tamu : 1', None, 'Lantai: 1', None, 'Carport: 1', None, 'Posisi Rumah : Hook', None, 'Listrik: 1300W', None, 'Air: PAM (lancar) + Pompa air besar (Jetpump jika tidak mau pakai PAM)', None, 'Fasilitas tambahan: AC, 2 Exhaust, Kompor Gas, Gorden (modern Blinds tiap Windows)', None, 'Hadap: Utara - Barat (nyaman tidak lembab, tidak panas)', None, 'Surat: SHM, IMB, Bukti bayar PLN, PAM, PBB lengkap', None, 'Harga : Rp. 750.000.000 Nego sampai deal...', None, '- Hoki(mudah untuk usaha krn posisi hook di jalan utama perumahan)', None, '- Aman (depan pos kamling, pintu jendela sudah ada teralis),', None, '- Lingkungan nyaman', None, '- Dekat dengan pasar pagi (tinggal jalan bbrp langkah )', None, '- Dekat dengan rest area Alam Sutra Kunciran (jalan kaki jg bs buat olah raga), 5 menit ke Rest Area Karang Tengah KM 13.5 dan KM 14', None, '- Dekat pusat kota, mall, fasilitas kesehatan, fasilitas pendidikan, dan fasilitas umum lainya.', None, '- Akses mudah kemana saja, dekat dengan sarana transportasi umum (100 m menuju angkot depan komplek arah cipete-ciledug, 10 menit ke Stasiun Poris ), exit tol amat sangat dekat bs dr Alam Sutera, Greenlake, Bintaro, Ciledug, Serpong. (10 Menit ke Tol Kunciran, bahkan tol Kunciran Alam Sutera bs terlihat dr rmh).', None, None, '- Posisi perumahan diantara perumahan besar (Alam Sutera, Serpong, Graha Raya, Ciledug, Bintaro) ', None, None, '*Pembelian dapat dilakukan dengan Cash, cash bertahap max 2x, ataupun KPR (Kami dengan senang hati akan membantu proses KPR anda).', None, 'Untuk agenda kunjungan, dapat hubungi :', None, 'Antika Dwi, monggo mampir, tak kenal tak sayang', None, 'Terimakasih OLX']","['AC', 'Carport', 'Garasi', 'Gordyn', 'Stove']",2,1,1,90,Pinang (Penang),90,680.000.000,SHM - Sertifikat Hak Milik,Rumah
1215,"['RUMAH CLUSTER EKSKLUSIF DI TIRTOMARTANI KALASAN DEKAT BANDARA DAN KAMPUS DI JOGJA SIAP HUNI', None, 'Hunian dengan system satu gerbang menjamin keamanan bagi keluarga anda dengan desain gerbang yang sangat megah menunjukan kualitasnya, dengan harga terendah di 600jtan.', ' ', 'Harga Mulai 600 jt an sudah termasuk', '\uf0fc PPN 10%', '\uf0fc BPHTB', '\uf0fc AJB,SHGB,IMB', '\uf0fc Biaya KPR', None, 'SKEMA PEMBAYARAN', '\uf0fc Cash Keras', '\uf0fc Cash Bertahap s/d 24 bulan', '\uf0fc KPR dengan DP 10 % ', '\uf0fc Booking Fee Rp.5.000.000', ' ', 'UNIT TERSEDIA ', '\uf0fc Type 45/84 Rp.630jt', '\uf0fc Type 50/150 Rp.900jt', None, 'SELLING POINT :', '\uf0fc 10 menit Plaza Ambarukmo', '\uf0fc 10 menit Hartono Mall', '\uf0fc 10 menit Jogja International Hospital', '\uf0fc 10 menit Jogja Bay Waterpak', '\uf0fc 10 menit Bandara Adi SUcipto', '\uf0fc 10 menit kampus YKPN,UPN,UII', ' ', 'Miliki rumah impian ini dengan menghubungi ', 'Adi Gunawan (Consultant Property)']","['Carport', 'Garden']",2,1,1,45,Kebayoran Baru,84,600.000.000,SHM - Sertifikat Hak Milik,Rumah
1216,"['RUMAH 8x10 PIK - PIK 2', 'PIK, PANTAI INDAH KAPUK, PIK 2, JAKARTA', None, '2 LANTAI', 'CLUSTER PERDANA', 'LUAS TANAH 80 m²', 'LUAS BANGUNAN 105 m²', None, 'Rp 2,1  MILYAR NEGO TIPIS', 'SERTIFIKAT : PPJB BISA NAIK SAMPAI SHM', None, None, 'UNTUK SHOW UNIT / INFO UKURAN LAIN :', 'Hendra Wijaya - LOT PROPERTY', None, 'SPECIALIST PIK', 'BUY / SELL / RENT / CONSULT PROPERTY PIK', 'NEED MORE INFO? FEEL FREE TO CALL/WA TO ASK ^^']",['PAM'],3,3,2,105,Penjaringan,80,2.100.000.000,SHM - Sertifikat Hak Milik,Rumah
1217,"['Frans cen-rumah  puri mansion.cluster..jakarta barat', 'lt.10x15 m2 / 2  lt', 'shm..4+1kt', 'dptkan segera...segera jual cepat', 'hg  4.9 milyar nego sampe deal dg pemilik', None, 'hub; frans cen ', 'agen Fran Ruiz taman ratu', None, 'Titip Jual-Sewa Properti Anda !!', 'Percayakan kepada saya - Frans Cen lagi..Frans Cen lagi']","['AC', 'Carport', 'PAM']",4,3,2,180,Kembangan,150,4.900.000.000,SHM - Sertifikat Hak Milik,Rumah
1218,"['Bismillah', 'Dijual Rumah Siap Huni Pondok Kelapa Jaktim', None, 'Bangunan 2 Lantai', 'LT: 72 LB : 140', 'KT: 3 KM : 2', 'Listrik : 2.200 watt', 'Carport', 'SHM+IMB', 'Ruang Keluarga di Lantai Atas', 'Air tanah ', 'Jet Pump', None, 'Akses/Selling Point :', 'Lokasi Strategis', 'Dekat SMU 91', 'Dekat SMP 252', 'Dekat dengan Pusat Jajanan Pondok Kelapa', 'Dekat dengan Toll Becak Kayu']",['Carport'],3,2,2,140,Duren Sawit,72,1.000.000.000,SHM - Sertifikat Hak Milik,Rumah
1219,"['Dijual Cepat Rumah Sunter jaya , Jakarta Utara', 'Luas tanah: 6.4x11 m2 (70 m2)', 'Luas Bangunan: 60 m2', 'Kamar tidur: 2', 'Kamar mandi: 1', 'Listrik: 2200 watt', 'Air Pamp', 'Surat: SHM', 'Hadap Barat', 'Jalan depan 2 mobil', 'Akses dekat RS mitra kemayoran, sunter mall, sekolah Gandhi, Jubilee', 'Harga Rp.1.200.000.000,- ( Nego )']",,2,1,1,60,Tanjung Priok,70,1.200.000.000,"Lainnya (PPJB, Girik, Adat, dll)",Rumah
1220,"['RUMAH CLUSTER Dengan Kualitas Terbaik dan Dengan Harga Termurah di Kota Depok.', 'Sangat Cocok Untuk Tempat Tinggal Ataupun Untuk Investasi Anda.', None, '#TERSEDIA RUMAH READY STOCK dan INDENT.', '# BISA REQUEST 2 LANTAI.', None, '  # Untuk Unit Indent Pembangunan Lamanya 3 Bulan', '  # Untuk Unit Indent BEBAS REQUEST :', '    - Model Rumah', '    - Desain Tata Ruang', '    - Warna Cat', '    - Warna dan Motif Granit', '    - Warna dan Motif Keramik Kamar Mandi.', None, '#SURAT - SURAT :', '  - Sertifikat Hak Milik ( SHM )', '  - IMB', None, '#SISTEM PEMBAYARAN :', '  - Cash Keras ( 1x Pembayaran )', '  - Cash Bertahap ( 3x Pembayaran )', '  * NO KPR BANK', '  * NO KPR DEVELOPER', None, '#BONUS / FREE :', '  - Ac', '  - Kanopi', '  - Pagar Teralis', '  - Biaya Notaris', '  - Biaya Surat - surat.', ' ', '#FASILITAS CLUSTER di Lengkapi dengan :', '  - Pos Security Depan', '  - Pos Security Belakang', '  - Sistem Keamanan 24 Jam', '  - Taman Bermain Anak - anak', '  - Musholla', '  - Pintu Gerbang + CCTV', None, '#POINT PLUS ( + ) :', '  - Lokasi Strategis', '  - Jalan Lebar 7 m Masuk 2 Mobil', '  - Lingkungan Aman dan Nyaman', '  - Bebas Banjir', '  - Bebas Dari Sutet, Bebas Polusi dan Bebas Longsor', None, '#LOKASI DEKAT DENGAN :', '  - Mall DTC, Mall Cinere, dan Mall Sawangan', '  - Pasar - pasar Tradisional', '  - Masjid Kubah Emas', '  - Sekolah - sekolah Negeri dan Swasta', '  - Kampus - kampus Ternama, SDIT, TK dan PAUD', '  - Indomaret, Alfamidi, Alfamart, ATM dan SPBU', '  - RSUD Depok dan RS Bhakti Yuda', '  - Puskesmas, Apotik dan Klinik', '  - Dan Lain Sebagainya.', None, '  * Hanya 5 Menit ke Pintu Tol Sawangan', '  * Hanya 10 Menit ke Stasiun', '  * Hanya 10 Menit ke Terminal Depok', '  * Hanya 10 Menit ke  ITC Depok, Plaza Depok, dan Margo City', '  * Dan Lain - lain.', None, '#SPESIFIKASI :', '- Pondasi Batu Kali + Cakar Ayam + Sloop Cor', '- Dinding Bata Herbal Dobel Dinding ( SNI )', '- Lantai Full Granit 60 x 60 Cm', '- Atap Genteng Keramik Kanmuri', '- Rangka atap baja ringan ( SNI )', '- Plafon Gypsum Tinggi 4 Meter Dari Lantai', '- Pintu Panel ( Plitur )', '- Kusen Aluminium', '- Listrik Token 1300 w', '- Closet Duduk ( Toto ) + Shower', '- Air Sumur Bor Pantek  Mesin JetPump', '- Torn Air 500 Lt', '- Dan Lain - lain.', None, 'Segera Survey lokasinya, Selagi Unit Masih Ada.', 'Hubungi Pengiklan...', 'Via Tlp / Wa']","['AC', 'Carport', 'Fire Extenguisher', 'Garasi', 'Garden', 'Gordyn', 'Telephone', 'Water heater']",2,1,1,36,Kelapa Gading,60,270.000.000,SHM - Sertifikat Hak Milik,Rumah
1221,,,,,,,,,,,
1222,"['Di jual Rumah Sunter Agung', None, 'lt. 6 × 16,2', 'lb. 300', '3,5 lantai', 'kt. 5 + 1', 'km. 4 + 1', 'listrik 5500', 'pam', 'hadap Utara', 'shm', 'Instalasi Ac & Cctv tersedia', 'ketinggian lantai ke lantai 4 m', 'ketinggian bangunan dari jalan 1,5 m', 'bebas banjir', 'Carpot 2 mobil', 'rumah siap huni rumah baru', 'harga 3,95 m nego tipis', None, 'list Lidya M1', None, 'HUB :', 'CHRIS AN']","['Carport', 'Garasi', 'PAM']",6,5,2,300,Tanjung Priok,97,3.950.000.000,SHM - Sertifikat Hak Milik,Rumah
1223,"['Dijual cepat ruko 2 1/2 lantai unfurnish dan pinggir jalan.', '2 br', 'dapur di lt atas', 'bebas banjir. ', 'Bangunan baru.', 'Pusat tengah kota.', None, 'Harga murah Rp 1.4 M nego', '( ini yg paling murah, tdk ada ruko di bawah 1.5 m )', None, 'note : only cash jual belinya.', 'tdk bs kpr.', None, 'Yg berminat tinggal / invest buruan nanti ke abisan loh.']","['AC', 'PAM']",2,2,3,50,Grogol Petamburan,50,1.400.000.000,"Lainnya (PPJB, Girik, Adat, dll)",Rumah
1224,"['Rumah mewah siap huni dalam cluster dimana kondisi masih sangat terawat dan terjaga.lingkungan perumahan aman,nyaman,asri,bebas banjir.', None, 'SPESIFIKASI ', '• Kamar Mandi 3', '• Kamar Tidur 3', '• Kamar ART 1 & 1 Kamar Mandi', '• Bangunan Tahun 2019', '• Listrik 5.500 VA', '• Interior Semi Furnish', '• Garasi 1 Mobil,Carport 2 Mobil', '• Service Area', '• Taman', None, 'HARGA MASIH BISA DINEGOSIASIKAN', None, 'FASILITAS UMUM', '• Dekat Mall Transpark Bintaro', '• Dekat RSPI Bintaro', '• Dekat Fresh Market Bintaro', '• Dekat Mall Bintaro X Change', '• Dekat Tol Bintaro', None, 'DAPATKAN HUNIAN IMPIAN BAGI KELUARGA ANDA']","['Garasi', 'Garden', 'Carport', 'PAM']",4,4,2,400,Cilandak,180,5.500.000.000,SHM - Sertifikat Hak Milik,Rumah
1225,"['Assalamualaikum wr wb..', 'Dijual cepat rumah di pejaten barat', 'Deket Pancoran', 'Deket pasar Minggu', 'Deket kalibata', None, 'CARA BAYAR:', '• CASH.', '• KPR BANK', None, 'Rumah typical:', 'LT: 124m2', 'LB: 201m2', None, 'Sertifikat hak milik', 'Bangunan 3 lantai', 'Lantai marmer', 'Toilet TOTO dan ada bath-up untuk kamar utama ', 'Kusen kayu merbau dan Alumunium', 'Daun pintu kayu merbau full solid', 'Tembok bata', 'Atap baja ringan', None, 'Jumlah kamar:', 'Lantai 1: 1 kamar service dan kamar mandi service', 'Lantai2 : 1 kamar ', 'Lantai 3 : 3 kamar', None, 'Lingkungan aman nyaman', 'Bebas dari banjir', 'Sangat cocok untuk keluarga millenial', None, 'Keamanan 24 jam', 'Harga 4.5 milyar', 'Bisa nego', None, 'Minat hub Bpk Arso', 'Azza Bintara property']","['AC', 'Carport', 'Garasi', 'Garden', 'Gordyn', 'Water heater']",5,5,3,124,Pancoran,201,4.500.000.000,SHM - Sertifikat Hak Milik,Rumah
1226,"['Klender Malaka Raya Duren Sawit Jakarta Timur Jakarta', 'Rumah Asri dijual di Klender Malaka Raya Duren Sawit Jakarta Timur Jakarta ', '#bungarampai', None, 'Spesifikasi :', 'Luas tanah : 317 m2', 'Luas bangunan : 388 m2', '2 Lantai', 'Kamar tidur : 6 + 1', 'Kamar mandi : 3 + 1', 'Garasi', 'Carport', 'Air Pam', 'Listrik 7700 va', 'Ada line telp', 'SHM', None, 'Deskripsi :', 'Dekat ke tol Klender', 'Dekat ke pasar, sekolah, rumah sakit, kuliner', 'Dekat ke stasiun Buaran', 'Dekat ke pusat perbelanjaan', None, 'Harga : 8.5 M nego', None, 'Serius buyer, info detail silahkan hubungi :', 'Robert YB', 'ERA SKY Summarecon Bekasi (eus311020)']","['Carport', 'Garasi', 'Garden', 'PAM']",7,4,2,388,Duren Sawit,317,8.500.000.000,SHM - Sertifikat Hak Milik,Rumah
1227,"['AURORA BUKIT RANCAMAYA RESIDENCE', 'Hunian Asri Alami Pegunungan Dengan Pemandangan Yang Indah Dan Udara Yang Segar', None, 'Lokasi: Caringin - Bogor', None, 'Luas Tanah: 98 m2', 'Luas Bangunan: 32 m2', 'Kamar tidur: 2', 'Kamar Mandi: 1', None, 'Fasilitas: Carport, Garden, Free Water Heater', None, 'Sertifikasi: HGB - Hak Guna Bangunan', None, 'SEGERA DAPATKAN PROMO AWAL TAHUN:', '- DP Ringan 12 Juta All In Sudah Bisa Punya Rumah', '- Akad Bulan April Free Water Heater', '- Free Biaya-biaya', '- Harga Spesial Hanya 400 Juta-an', '- Angsuran Ringan Mulai 4 Jutaan/Bulan', '- PPN 0%', None, '*Syarat Ketentuan Berlaku & Sesuai Ketentuan Batas Waktu Promo', None, 'Facility Area:', None, '- 5 Menit Ke SDN 1 Cikereteg', '- 5 Menit Ke SMPN 1 Caringin', '- 5 Menit ke SMK Teknologi Indonesia', '- 7 Menit Ke SMUN 1 Caringin', '- 7 Menit Ke SMK Putra Mandiri Bangsa', '- 7 Menit Ke SMK Farmako Medika Plus', '- 5 Menit Ke Pasar Caringin Maseng', '- 5 Menit Ke Kecamatan Caringin', '- 5 Menit Ke Puskesmas Caringin', '- 5 Menit Ke Wisata Outbound Alam Anda', '- 5 Menit Ke Rafting Cisadane CR One Group', '- 7 menit Ke Kampung School', '- 10 Menit Ke Universitas Djuanda', '- 10 Menit Ke RSUD Ciawi', None, 'Access Area:', None, '- 5 Ke Pintu Tol Caringin', '- 7 Ke Menit Ke Stasiun KA Maseng', '- Akses Angkutan Kota Caringin - Bogor', None, 'Best View :', 'Gunung Pangrango & Gunung Salak ', None, 'Miliki Segera Sebelum Kehabisan Unit Spesial Ini !', None, 'Stock Terbatas !', None, 'Untuk Survey & Info Lengkap Segera Hubungi Kami, Free Konsultasi.']","['Carport', 'Garden', 'Water heater']",2,1,,32,Pasar Minggu,98,471.000.000,HGB - Hak Guna Bangun,Rumah
1228,"['Take over (over credit) ', 'Rumah wisteria tahap 1', 'Unit 7x12', 'Row depan jalanan muat 3 mobil (depan rumah lsg taman tidak berhadapan dengan tetangga)', 'Diover credit (biaya adm ke developer sy yg tanggung)', None, 'Dp sudah masuk 6x (total 12x masih kurang 6x lg)', 'Perbulan dp 20jt', 'Dan pelunasan bisa KPR atau cicil lsg ke developer', None, 'Take overnya 85juta dan masih bisa dinego yaa (sampe jadi negonya)', None, 'Notes :', None, 'Banyak yang bilang kok harganya lbh mahal dari developer???', 'Coba diperhatikan dulu harga 1,5 -1,6M itu CASH KERAS', 'masih mahal pak, harga KPR aja cm 1,8an... iyaa betul kok 1,8an tapi itu blm PPN yaa, coba ditambahin PPN jadi berapa??', None, 'Ini saya dapat harga rumah cm 1,8an pak ditambah PPn jg blm sampe 2M.. coba posisi rumahnya disebelah mana, kalo posisi rumah badan dan seberangnya menghadap tetangga + jalanan depan rumah cuma lebar 2mobil mungkin iya.', 'Tapi yg sy over credit ini seberang rumah taman dan jalanan depan rumah lebar 3mobil, beda posisi rumah beda harga...']","['Carport', 'PAM']",3,2,2,79,Kelapa Gading,84,1.860.000.000,"Lainnya (PPJB, Girik, Adat, dll)",Rumah
1229,"['Jual rumah di Kelapa Gading BCS', 'Uk. 5x14m 1,5lantai', '2 kmr tidur, 1 kmr mandi', 'Sertifikat Hak Milik', 'Harga 1,3M', 'No sms, pls call only if you serious,tx']",,2,1,1,75,Kelapa Gading,69,1.300.000.000,SHM - Sertifikat Hak Milik,Rumah
1230,"['Bismillahirrahmanirrahiim', None, 'Tahu kan Anda kenapa daerah CURUG DEPOK jadi lokasi idaman pemburu Property masa kini ?', None, 'Udara yg bersih dan lingkungan yg masih asri adalah salah satu alasan keluarga muda banyak mencari Hunian baru di lokasi tersebut.Ditambah akses yang mudah dan limpahan Fasilitas umum dan sosial juga jadi pilihan mereka untuk ambil unit di Curug Depok ini.', None, 'Maka tidak heran perumahan ASRI RESIDENCE CURUG yang berada di lokasi ini.sudah terjual 33 unit dari 50 unit yg ada pada masa sebelum  Pandemi Covid -19 terjadi.', None, 'Ini kelebihan dan Future Development  ASRI RESIDENCE CURUG yang sudah diketahui orang banyak.', None, ' Berada di Dataran tinggi di banding project kompetitor sebelahnya,sehingga jauh terkena resiko banjir.', None, 'Memiliki Udara yang masih sejuk,dan air tanah yang masih layak minum,karena berada di perbatasan Depok,TangSel dan bogor.Yang mana ketiga daerah tersebut masih tergolong hijau dan sangat jauh dari  kawasan industri.', None, 'Limpahan Fasilitas umum dan Sosial banyak,dikarenakan dikelilingi oleh Masjid,Sekolah Islam terpadu,Pusat kuliner ,Mall ,Rumah Sakit dan  kemudahan  Transportasi (dekat Gerbang Tol dan Full Bus Way).', None, 'Keunggulan lain ASRI RESIDENCE CURUG adalah sangat Strategis lokasinya,', 'HANYA :', None, '2 Menit ke Masjid Al-Masanih Curug Depo6 Menit ke RSIA Brawijaya Sawangan', '7 Menit Ke Giant Bojongsari Sawangan', ""7 Menit ke MC Donald's Bojongsari Sawangan"", '7 Menit kr Polsek Sawangan', '7 Menit ke Kecamatan Bojongsari', '7 Menit ke Kolam Renang Sawangan Golf', '7 Menit ke RM Ampera Bojongsari Sawangan', '8 Menit ke Mall Sawangan Park', '10 Menit ke Pusdiklat Kemendikbud Wates', ' 11 Menit ke RSUD DEPOK', ' 12 Menit ke  Islam Terpadu AMEC Reni Jaya.', ' 14 Menit ke GERBANG TOL GAPLEK', '19 Menit ke Shuttle Busway TIPTOP Ciputat', ' 20 Menit ke UNIVERSITAS PAMULANG', None, 'ASRI RESIDENCE CURUG', 'Berada di 3 perbatasan kota yakni Tangerang Selatan, Depok dan Bogor', None, 'Akses mudah ke Pamulang , BSD dan  Bintaro', None, ' Akses mudah ke stasiun depok lama/depok baru', None, 'Akses mudah ke universitas islam syarif hidayatullah dan MRT lebak bulus.', None, ' Dapatkan Harga Terbaik dan dengan SKEMA HALAL serta LEGALITAS yang sangat Aman,karena Sertifikat  SHM yang sudah pecah perkavlingnya..', None, 'lokasi : Jl.  Indah 1 ,Curug Bojong Sari Depok', None, 'BAHAN BANGUNAN BERKWALITAS ,DINDING BATA MERAH', None, 'BISA DIMILIKI DENGAN KPR KE DEVELOPER:', None, '- Tanpa BUNGA', '- Tanpa DENDA', '- Tanpa SITA', '- Tanpa PENALTI', '- Tanpa BI CHECKING', '- Tanpa AKAD    BERMASALAH', None, 'Tunggu apalagi,Miliki Segera ...Exclusive 17 unit Saja,dan Tersedia Rumah siap huni ', 'Hub : Yudi Saputra']",['Carport'],2,1,1,36,Tebet,81,450.000.000,SHM - Sertifikat Hak Milik,Rumah
1231,"['Puri Harmoni 8, Parung Panjang Harga 168jt', None, 'Perumahan bersubsidi kawasan yang sudah ramai, harga yang sangat terjangkau dan dekat ke BSD', None, 'Lokasi strategis', None, '-Ke AEON mall 20 menit', '-Ke Legok, Karawaci 25 menit', '-Ke Stasiun 5 menit', '-Ke Rencana Tol 7 menit', '-Terkoneksi kota mandiri Parung Panjang-BSD', None, 'DP 8,6jt', 'Biaya admin dan notaris 6,8jt', 'Cicilan KPR hanya 1jutaan saja per bulan ', None, ' Promo:', 'Harga sudah termasuk BPHTB, Ajb dan IMB', None, 'Jadi tunggu apalagi, yg berminat, hubungi segera yaa...', None, 'Info : Dirga Fadillah (DF)']","['Carport', 'PAM']",2,1,1,28,Kebayoran Lama,60,168.000.000,SHM - Sertifikat Hak Milik,Rumah
1232,"['Jual rumah di Sunter', 'uk. 9x18m 1 1/4 tingkat', '4 kt 4 kmd', 'Sertifikat Hak Milik', 'Harga 3,1 M', 'No sms. pls call only if you serious, tq']",,4,4,1,340,Tanjung Priok,162,3.100.000.000,SHM - Sertifikat Hak Milik,Rumah
1233,"['Info Lebih Lanjut', 'Hub. KIM BONG  ', None, 'Green Garden jual cepat', 'Siap huni, rapi terawat', 'Semi furnish', 'Aman dan nyaman', 'Jarang ada', 'Rumah full renov', ' ', 'Luas Tanah  :  176 m2 ( 11 X 16 ) ', 'Luas Bangunan  :  275 m2', 'Lantai  :  3 Lantai', None, 'Kamar Tidur  :  3', 'Kamar Mandi  :  4 ', None, 'Harga 3.5M']",,3,4,3,275,Kebon Jeruk,176,3.500.000.000,SHM - Sertifikat Hak Milik,Rumah
1234,"['Spesifikasi :', '+ Luas tanah : 67 m2', '+ Luas bangunan : 105 m2', '+ Kamar tidur : 3', '+ Kamar mandi : 2', '+ Lantai : 2 lantai', '+ Rooftop garden', '+ Air : Jetpump', '+ Listrik : 1300 watt', '+ Carport : 1 mobil', '+ Legalitas : SHM', None, 'Harga : 1,2 M (Nego)', None, 'Selling Point :', '+ 5 menit tol Becakayu', '+ 5 menit ke tempat kuliner', '+ 15 menit ke sarana pendidikan', '+ 20 menit ke sarana kesehatan', '+ 30 menit ke bandara Halim Perdana Kusuma', None, 'Hans US Propertindo : Buy - Sale']",['Carport'],3,2,2,105,Duren Sawit,67,1.200.000.000,SHM - Sertifikat Hak Milik,Rumah
1235,"['Dijual sangat murah kos kosan daerah matraman pramuka. ', 'Hadap utara.', 'Sangat strategis, tidak jauh dari UI, RSCM,Carolus, Gramedia.', 'Harga Rp 5 Milyar negooo.', 'surat SHM.', 'KT 18 KM 4.', 'Luas tanah 20x23 (463m2).', 'Luas bangunan 300m2.', 'jalan 2 mobil.', None, 'Hubungi info lebih lanjut hubungi  : ', None, 'Agung ', None, None, 'Marketing Associate', None, None, 'iem gnabmab']",,>10,4,1,300,Matraman,463,5.000.000.000,SHM - Sertifikat Hak Milik,Rumah
1236,"['LOKASI BAGUS DAN STRATEGIS, LUAS TANAH 10 X 20 = 200, LUAS BANGUNAN 300, DUA LANTAI, KAMAR TIDUR 4, KAMAR MANDI 3, SHM.', None, None, '#Pembeli bebas komisi', '#Pasti lebih aman', '#Konsultasi property gratis', '#bisa dibantu KPR bank (semua bank besar bisa kami bantu)', '#Melalui kami bisa dapatkan harga terbaik untuk pembeli', '#Kami bantu sampai serah terima kunci rumah', '#Pelayanan kami yang terbaik, buktikan sendiri']",,4,3,2,300,Kebon Jeruk,200,4.800.000.000,SHM - Sertifikat Hak Milik,Rumah
1237,"['Dijual rumah siap huni di tanjung duren', 'Luas tanah 4x11', 'Surat shm', 'Jln 2 mobil', 'Carpot 1 mobil', 'Listrik 2200 watt', 'Kmr tdr 2', 'Kmr mandi 3', 'Hdp timur', 'Harga 1.650M Nego tipis', None, 'Kpr bank dibantu', 'Hub CHANDRA']",,2,3,2,110,Grogol Petamburan,44,1.650.000.000,SHM - Sertifikat Hak Milik,Rumah
1238,"['Rumah murah di jalan besar jelambar', 'Lt 65m2, uk 5x13m, 2lt, HGB, 1kt, 2km, lt 1 plong, jalan 2 mobil lebih, 2200watt', 'Hrg 1.5m nego', None, None, 'info dan survey:', 'ANA', 'fast response via WA']",,1,2,2,120,Grogol Petamburan,65,1.500.000.000,,Rumah
